43.5245608,-5.636088,-51.93,0.77,10:07:13+00:00,38.0
43.524606,-5.6361199,-53.26,0.77,10:07:18+00:00,37.0
43.5246596,-5.6361536,-53.65,0.74,10:07:23+00:00,36.5
43.5247244,-5.6361792,-52.71,0.74,10:07:28+00:00,37.0
43.5247649,-5.6361895,-54.89,0.75,10:07:33+00:00,36.5
43.5248182,-5.6362056,-53.02,0.75,10:07:38+00:00,38.0
43.5248673,-5.6361671,-48.34,0.77,10:07:43+00:00,37.0
43.5249203,-5.636172,-47.48,0.77,10:07:48+00:00,37.5
43.5249757,-5.6361709,-51.74,0.77,10:07:53+00:00,37.5
43.5250157,-5.6361705,-54.26,0.73,10:07:58+00:00,39.4
43.5250522,-5.6361302,-53.02,0.73,10:08:03+00:00,38.0
43.5250665,-5.6360636,-53.91,0.72,10:08:08+00:00,37.5
43.5250745,-5.6359971,-60.17,0.72,10:08:13+00:00,38.5
43.5251046,-5.6359524,-57.94,0.72,10:08:18+00:00,38.5
43.5251239,-5.635948,-57.66,0.72,10:08:23+00:00,38.5
43.5251181,-5.6359528,-54.97,0.72,10:08:28+00:00,38.0
43.5251164,-5.6359549,-55.64,0.72,10:08:33+00:00,38.5
43.5251123,-5.6359591,-55.34,0.72,10:08:38+00:00,38.5
43.5251103,-5.6359566999999995,-53.57,0.66,10:08:43+00:00,38.9
43.5251112,-5.635952,-55.13,0.66,10:08:48+00:00,38.9
43.525114,-5.6359463000000005,-58.49,0.66,10:08:53+00:00,38.5
43.5251152,-5.6359323,-58.53,0.66,10:08:58+00:00,38.9
43.5251207,-5.635922,-55.14,0.66,10:09:03+00:00,39.4
43.5251349,-5.6359644,-56.45,0.66,10:09:08+00:00,38.5
43.5251536,-5.6360368,-57.94,0.66,10:09:13+00:00,38.9
43.5251511,-5.6361079,-52.18,0.65,10:09:18+00:00,39.4
43.5251355,-5.6361657,-55.24,0.65,10:09:23+00:00,38.9
43.5250945,-5.6361995,-48.88,0.65,10:09:28+00:00,39.4
43.525046,-5.6362069,-51.38,0.63,10:09:33+00:00,38.0
43.5249922,-5.6362123,-53.71,0.65,10:09:38+00:00,38.0
43.5249317,-5.6362005,-55.56,0.65,10:09:43+00:00,38.5
43.5248745,-5.6362032,-54.65,0.65,10:09:48+00:00,39.4
43.5248195,-5.6361873,-53.91,0.64,10:09:53+00:00,38.5
43.5247434,-5.6361714,-51.3,0.62,10:09:58+00:00,39.4
43.5246786,-5.6361468,-48.79,0.62,10:10:03+00:00,38.9
43.524615,-5.636124,-47.36,0.62,10:10:08+00:00,39.4
43.5245722,-5.636081,-44.71,0.62,10:10:13+00:00,39.4
43.5245382,-5.6360204,-46.35,0.62,10:10:18+00:00,39.9
43.5245103,-5.6359515,-42.82,0.62,10:10:23+00:00,39.4
43.5244721,-5.6358911,-37.95,0.62,10:10:28+00:00,39.9
43.5244463,-5.6358156,-48.42,0.62,10:10:33+00:00,39.9
43.5244206,-5.6357543,-43.54,0.62,10:10:38+00:00,39.4
43.5243992,-5.6356883,-33.04,0.61,10:10:43+00:00,40.4
43.5243803,-5.6356102,-31.43,0.61,10:10:48+00:00,39.4
43.5243639,-5.6355281999999995,-33.05,0.61,10:10:53+00:00,40.4
43.5243476,-5.6354489,-32.16,0.61,10:10:58+00:00,39.9
43.5243284,-5.6353721,-29.31,0.61,10:11:03+00:00,40.4
43.5243281,-5.6353003,-22.53,0.61,10:11:08+00:00,40.4
43.5243206,-5.6352188000000005,-14.77,0.61,10:11:13+00:00,39.4
43.5243207,-5.635193,-14.39,0.63,10:11:18+00:00,40.4
43.5243405,-5.6352315,-23.98,0.64,10:11:23+00:00,40.4
43.524353,-5.6352616,-24.81,0.75,10:11:28+00:00,40.4
43.5243286,-5.6352993,-24.49,0.87,10:11:33+00:00,40.4
43.5243014,-5.6353529,-26.56,1.08,10:11:38+00:00,40.4
43.5242864,-5.6353827,-28.62,1.07,10:11:43+00:00,41.4
43.5242831,-5.6353956,-21.89,1.05,10:11:48+00:00,40.9
43.5242816,-5.6353834,-22.23,0.69,10:11:53+00:00,40.9
